"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_name","Input.image_url","Answer.NumberOfItems","Approve","Reject"
"3538U0YQ1FUPQUIOKK1JPZ18SHNF3H","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3EICBYG644WWVGYXM587LKSB1M5JCT","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:34:21 PST 2016","Thu Feb 11 17:34:32 PST 2016","Fri Feb 12 01:34:32 PST 2016","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-2.png","indica Fagonia"
"3538U0YQ1FUPQUIOKK1JPZ18SHNF3H","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3L70J4KAZGMVZF17SVQ5CR7AWZNAD4","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:27:11 PST 2016","Thu Feb 11 17:27:15 PST 2016","Fri Feb 12 01:27:15 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-2.png","Fagonia indica"
"3UV0D2KX1MJA8Q1SKY62Z4TE6HJF42","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","34V1S5K3GS1I9NCNQ24RAQMY9VI69T","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:29:37 PST 2016","Thu Feb 11 17:29:52 PST 2016","Fri Feb 12 01:29:52 PST 2016","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-3.png","Ziziphus spina-christi"
"3UV0D2KX1MJA8Q1SKY62Z4TE6HJF42","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3YDTZAI2WXGM5V5E31WJYMK1FSP41Y","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:46:49 PST 2016","Thu Feb 11 18:47:00 PST 2016","Fri Feb 12 02:47:00 PST 2016","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-3.png","Ziziphus spinachristi"
"3UV0D2KX1MJA8Q1SKY62Z4TE6HJF42","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3YHH42UU5BFIWERHDAR06Y32WMD0LJ","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:28:58 PST 2016","Thu Feb 11 17:29:01 PST 2016","Fri Feb 12 01:29:01 PST 2016","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-3.png","Ziziphus spina-christi"
"3566S7OX5DJG1YP3FXPODE9UW9Q71D","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3HRMW88U16Q22W92DMSF6BIRWR30ML","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:28:34 PST 2016","Thu Feb 11 17:28:38 PST 2016","Fri Feb 12 01:28:38 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-4.png","Limonium axiilare"
"3566S7OX5DJG1YP3FXPODE9UW9Q71D","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3UJ1CZ6IZHP4VY88UPUDZFDO5OW5SN","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:28:05 PST 2016","Thu Feb 11 17:28:25 PST 2016","Fri Feb 12 01:28:25 PST 2016","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-4.png","Limonium axillare"
"3566S7OX5DJG1YP3FXPODE9UW9Q71D","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3UJ1CZ6IZHP4VY88UPUDZFDO5OX5SO","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:44:28 PST 2016","Thu Feb 11 18:44:37 PST 2016","Fri Feb 12 02:44:37 PST 2016","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","10.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/10.png-4.png","Limonium axillare"
"3H1C3QRA01JLXGEBI2SE0KK2MTLCEU","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","39K0FND3AHFY397K5OP8VHU45DFAMM","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:28:27 PST 2016","Thu Feb 11 17:28:33 PST 2016","Fri Feb 12 01:28:33 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-0.png","Egg"
"3H1C3QRA01JLXGEBI2SE0KK2MTLCEU","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3JV9LGBJWTEND35Z44WVJ7UCY87GOJ","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:33:41 PST 2016","Thu Feb 11 17:33:45 PST 2016","Fri Feb 12 01:33:45 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-0.png","Egg"
"3H1C3QRA01JLXGEBI2SE0KK2MTLCEU","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3ZV9H2YQQD7UO02D0BGLH7IPX523WB","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:46:13 PST 2016","Thu Feb 11 18:46:18 PST 2016","Fri Feb 12 02:46:18 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-0.png","Egg"
"3L1EFR8WWT5B5W741T2TGC4US9X9FS","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3KWTYT08703HRLDIAGXCNTZTDUO5L9","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:27:22 PST 2016","Thu Feb 11 17:27:25 PST 2016","Fri Feb 12 01:27:25 PST 2016","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-1.png","Dragonfly"
"3L1EFR8WWT5B5W741T2TGC4US9X9FS","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3S0TNUHWKTIHGR8SVX6RG01F6BO8DZ","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:46:43 PST 2016","Thu Feb 11 18:46:48 PST 2016","Fri Feb 12 02:46:48 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-1.png","DRAGONFLY"
"3L1EFR8WWT5B5W741T2TGC4US9X9FS","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3SUWZRL0MYDZ4J34YDKD24N90SY6E3","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:30:19 PST 2016","Thu Feb 11 17:30:21 PST 2016","Fri Feb 12 01:30:21 PST 2016","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-1.png","Dragonfly"
"3538U0YQ1FUPQUIOKK1JPZ18SHN3F5","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:31 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:31 PST 2016","","","3AQF3RZ558IRAX30TO4JKM89CTD6FL","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:30:27 PST 2016","Thu Feb 11 17:30:32 PST 2016","Fri Feb 12 01:30:32 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-2.png","Nymph"
"3538U0YQ1FUPQUIOKK1JPZ18SHN3F5","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:31 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:31 PST 2016","","","3X1FV8S5JXRI3NEW5GI9EZOKU14VG0","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:45:27 PST 2016","Thu Feb 11 18:45:31 PST 2016","Fri Feb 12 02:45:31 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-2.png","Nymph"
"3538U0YQ1FUPQUIOKK1JPZ18SHN3F5","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:31 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:31 PST 2016","","","3X4JMASXCM96J555MX26SV7XKSZ0BW","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:27:16 PST 2016","Thu Feb 11 17:27:22 PST 2016","Fri Feb 12 01:27:22 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","100.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/100.png-2.png","Nymph"
"3RQVKZ7ZRKJNQJ7ZY1P2IXJZOF472U","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","39LOEL67OS5JYZ6V280F3RF3FYZ831","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:45:20 PST 2016","Thu Feb 11 18:45:26 PST 2016","Fri Feb 12 02:45:26 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-0.png","FOOT TYPES"
"3RQVKZ7ZRKJNQJ7ZY1P2IXJZOF472U","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3DBQWDE4Y6Y7FLG3MTDR0L3IIPO5NB","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:27:30 PST 2016","Thu Feb 11 17:27:34 PST 2016","Fri Feb 12 01:27:34 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-0.png","Foot types"
"3RQVKZ7ZRKJNQJ7ZY1P2IXJZOF472U","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3Y4W8Q93LZKFR3453QH18ELNH9ODV8","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:33:10 PST 2016","Thu Feb 11 17:33:34 PST 2016","Fri Feb 12 01:33:34 PST 2016","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-0.png","Foot types"
"3ZXV7Q5FJBOD3UE7DDCKI252YU0CFC","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","36PW28KO4ZW0RLF7OQ1PI9PVWBOAEX","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:27:41 PST 2016","Thu Feb 11 17:27:48 PST 2016","Fri Feb 12 01:27:48 PST 2016","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-1.png","Revid"
"3ZXV7Q5FJBOD3UE7DDCKI252YU0CFC","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3BF51CHDTVAGAI8RMPC2E6AVF540HC","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:28:13 PST 2016","Thu Feb 11 17:28:17 PST 2016","Fri Feb 12 01:28:17 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-1.png","Rigid"
"3ZXV7Q5FJBOD3UE7DDCKI252YU0CFC","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3GNA64GUZE4SIITV2L584FYNN0C5QZ","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:44:22 PST 2016","Thu Feb 11 18:44:28 PST 2016","Fri Feb 12 02:44:28 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-1.png","Rigid"
"3HKIF5DF6YXHJW3ZCD8BYX46TOX9GR","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","326O153BMIYYPSIJ80SR8AX1HELDE2","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:31:16 PST 2016","Thu Feb 11 17:31:21 PST 2016","Fri Feb 12 01:31:21 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-2.png","flat"
"3HKIF5DF6YXHJW3ZCD8BYX46TOX9GR","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","37M28K1J0QD8211Z2RCGFP2N1JKAJI","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:28:22 PST 2016","Thu Feb 11 17:28:26 PST 2016","Fri Feb 12 01:28:26 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-2.png","Flat"
"3HKIF5DF6YXHJW3ZCD8BYX46TOX9GR","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3D3VGR7TA0FPG4LR1H6FU8A85QN3R8","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:45:55 PST 2016","Thu Feb 11 18:46:00 PST 2016","Fri Feb 12 02:46:00 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-2.png","flat"
"3MNJFORX8B4S495SY3PC4WZS6DEF57","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3GNA64GUZE4SIITV2L584FYNN0B5QY","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:27:52 PST 2016","Thu Feb 11 17:28:02 PST 2016","Fri Feb 12 01:28:02 PST 2016","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-3.png","Mormal 55"
"3MNJFORX8B4S495SY3PC4WZS6DEF57","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3U8YCDAGXPGTNB7U5FZWNK2W6S00Q8","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:28:52 PST 2016","Thu Feb 11 17:28:57 PST 2016","Fri Feb 12 01:28:57 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-3.png","Normal"
"3MNJFORX8B4S495SY3PC4WZS6DEF57","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3XXU1SWE8MV10V0DGJ2AXKNR2AF0A2","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:45:37 PST 2016","Thu Feb 11 18:45:44 PST 2016","Fri Feb 12 02:45:44 PST 2016","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1000.png-3.png","Normall"
"31MCUE39BKMV4UEJV4717K1KTWN3G4","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:31 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:31 PST 2016","","","34BBWHLWHAB9E3KWLEN8LDKEGNYIWP","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:32:02 PST 2016","Thu Feb 11 17:32:15 PST 2016","Fri Feb 12 01:32:15 PST 2016","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-0.png","Normal (neutral) arch"
"31MCUE39BKMV4UEJV4717K1KTWN3G4","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:31 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:31 PST 2016","","","3F0BG9B9MPNGEOY0HO1ZFLFLDFNY79","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:44:54 PST 2016","Thu Feb 11 18:45:00 PST 2016","Fri Feb 12 02:45:00 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-0.png","Normal Neutral Arch"
"31MCUE39BKMV4UEJV4717K1KTWN3G4","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:31 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:31 PST 2016","","","3ZAK8W07I4ELF4EBMOJ1XLZL9D60UD","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:29:08 PST 2016","Thu Feb 11 17:29:13 PST 2016","Fri Feb 12 01:29:13 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-0.png","Normal (neutral) arch"
"3VGZ74AYTGGJHUA2OXI20N5EZ90CGB","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3018Q3ZVOIQP0PKCAWLPHGOEB0EARA","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:28:47 PST 2016","Thu Feb 11 17:28:52 PST 2016","Fri Feb 12 01:28:52 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-1.png","Flat arch"
"3VGZ74AYTGGJHUA2OXI20N5EZ90CGB","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3FIUS151DV2ZLQO1GLJNEYLA7MGGGW","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:32:44 PST 2016","Thu Feb 11 17:32:54 PST 2016","Fri Feb 12 01:32:54 PST 2016","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-1.png","arch Flat"
"3VGZ74AYTGGJHUA2OXI20N5EZ90CGB","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3M0NZ3JDP1Y1WAUMPHOLV8ARS3X5ZT","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:45:50 PST 2016","Thu Feb 11 18:45:55 PST 2016","Fri Feb 12 02:45:55 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-1.png","Flatarch"
"34ZTTGSNJXO1BRFWDL1F5S6WIOEHQK","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","33CID57104TED6QEWX9J8W19ZYY3LI","A2A69YUDNW9KUW","Submitted","Thu Feb 11 18:45:13 PST 2016","Thu Feb 11 18:45:19 PST 2016","Fri Feb 12 02:45:19 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-2.png","Higharch"
"34ZTTGSNJXO1BRFWDL1F5S6WIOEHQK","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3MYYFCXHJ37J9AVHLKHM59O7HH7G49","A1OH59CQQ6S04H","Submitted","Thu Feb 11 17:31:24 PST 2016","Thu Feb 11 17:31:30 PST 2016","Fri Feb 12 01:31:30 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-2.png","High arch"
"34ZTTGSNJXO1BRFWDL1F5S6WIOEHQK","3NB4XF0P1V96VV4KVNWTLITSILIL22","Transcribe text from an image","Submit the text shown in the given image","image, write, transcription","$0.10","Wed Feb 10 14:05:29 PST 2016","3","BatchId:121669;","604800","28800","Wed Feb 17 14:05:29 PST 2016","","","3UN61F00HWPSUJ8VF0U8958SJMD5RZ","A20Q5M8IJN8Q2P","Submitted","Thu Feb 11 17:27:58 PST 2016","Thu Feb 11 17:28:04 PST 2016","Fri Feb 12 01:28:04 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1001.png","https://s3-us-west-2.amazonaws.com/ai2-vision/example-turk/1001.png-2.png","High arch"